"","GO_ID","Term"
"5014","GO:0015670","carbon dioxide transport"
"5015","GO:0015671","oxygen transport"
"5016","GO:0015673","silver ion transport"
"5017","GO:0015675","nickel cation transport"
"5018","GO:0015676","vanadium ion transport"
"5019","GO:0015677","copper ion import"
"5020","GO:0015679","plasma membrane copper ion transport"
"5021","GO:0015680","protein maturation by copper ion transfer"
"5022","GO:0015685","ferric-enterobactin import into cell"
"5023","GO:0015686","ferric triacetylfusarinine C import into cell"
"5024","GO:0015687","ferric-hydroxamate import into cell"
"5025","GO:0015689","molybdate ion transport"
"5026","GO:0015690","aluminum cation transport"
"5027","GO:0015691","cadmium ion transport"
"5028","GO:0015692","lead ion transport"
"5029","GO:0015693","magnesium ion transport"
"5030","GO:0015694","mercury ion transport"
"5031","GO:0015695","organic cation transport"
"5032","GO:0015696","ammonium transport"
"5033","GO:0015697","quaternary ammonium group transport"
"5034","GO:0015698","inorganic anion transport"
"5035","GO:0015699","antimonite transport"
"5036","GO:0015700","arsenite transport"
"5037","GO:0015701","bicarbonate transport"
"5038","GO:0015702","chlorate transport"
"5039","GO:0015703","chromate transport"
"5040","GO:0015704","cyanate transport"
"5041","GO:0015705","iodide transport"
"5042","GO:0015706","nitrate transport"
"5043","GO:0015707","nitrite transport"
"5044","GO:0015708","silicic acid import across plasma membrane"
"5045","GO:0015709","thiosulfate transport"
"5046","GO:0015710","tellurite transport"
"5047","GO:0015711","organic anion transport"
"5048","GO:0015712","hexose phosphate transport"
"5049","GO:0015713","phosphoglycerate transmembrane transport"
"5050","GO:0015714","phosphoenolpyruvate transport"
"5051","GO:0015715","nucleotide-sulfate transport"
"5052","GO:0015716","organic phosphonate transport"
"5053","GO:0015717","triose phosphate transport"
"5054","GO:0015718","monocarboxylic acid transport"
"5055","GO:0015719","allantoate transport"
"5056","GO:0015720","allantoin transport"
"5057","GO:0015721","bile acid and bile salt transport"
"5058","GO:0015722","canalicular bile acid transport"
"5059","GO:0015723","bilirubin transport"
"5060","GO:0015724","formate transport"
"5061","GO:0015726","L-idonate transmembrane transport"
"5062","GO:0015727","lactate transport"
"5063","GO:0015728","mevalonate transport"
"5064","GO:0015729","oxaloacetate transport"
"5065","GO:0015730","propanoate transport"
"5066","GO:0015731","3-hydroxyphenyl propanoate transport"
"5067","GO:0015732","prostaglandin transport"
"5068","GO:0015733","shikimate transmembrane transport"
"5069","GO:0015734","taurine transport"
"5070","GO:0015735","uronic acid transmembrane transport"
"5071","GO:0015736","hexuronate transmembrane transport"
"5072","GO:0015737","galacturonate transmembrane transport"
"5073","GO:0015738","glucuronate transmembrane transport"
"5074","GO:0015739","sialic acid transport"
"5075","GO:0015740","C4-dicarboxylate transport"
"5076","GO:0015741","fumarate transport"
"5077","GO:0015742","alpha-ketoglutarate transport"
"5078","GO:0015743","malate transport"
"5079","GO:0015744","succinate transport"
"5080","GO:0015745","tartrate transmembrane transport"
"5081","GO:0015746","citrate transport"
"5082","GO:0015747","urate transport"
"5083","GO:0015748","organophosphate ester transport"
"5084","GO:0015749","monosaccharide transmembrane transport"
"5085","GO:0015750","pentose transmembrane transport"
"5086","GO:0015751","arabinose transmembrane transport"
"5087","GO:0015752","D-ribose transmembrane transport"
"5088","GO:0015753","D-xylose transmembrane transport"
"5089","GO:0015754","allose transmembrane transport"
"5090","GO:0015755","fructose transmembrane transport"
"5091","GO:0015756","fucose transmembrane transport"
"5092","GO:0015757","galactose transmembrane transport"
"5093","GO:0015759","beta-glucoside transport"
"5094","GO:0015760","glucose-6-phosphate transport"
"5095","GO:0015761","mannose transmembrane transport"
"5096","GO:0015762","rhamnose transmembrane transport"
"5097","GO:0015763","N-acetylgalactosamine transport"
"5098","GO:0015764","N-acetylglucosamine transport"
"5099","GO:0015765","methylgalactoside transport"
"5100","GO:0015766","disaccharide transport"
"5101","GO:0015767","lactose transport"
"5102","GO:0015768","maltose transport"
"5103","GO:0015769","melibiose transport"
"5104","GO:0015770","sucrose transport"
"5105","GO:0015771","trehalose transport"
"5106","GO:0015772","oligosaccharide transport"
"5107","GO:0015773","raffinose transport"
"5108","GO:0015774","polysaccharide transport"
"5109","GO:0015775","beta-glucan transport"
"5110","GO:0015776","capsular polysaccharide transport"
"5111","GO:0015777","teichoic acid transport"
"5112","GO:0015778","hexuronide transport"
"5113","GO:0015779","glucuronoside transport"
"5114","GO:0015780","nucleotide-sugar transmembrane transport"
"5115","GO:0015782","CMP-N-acetylneuraminate transmembrane transport"
"5116","GO:0015783","GDP-fucose transmembrane transport"
"5117","GO:0015786","UDP-glucose transmembrane transport"
"5118","GO:0015787","UDP-glucuronic acid transmembrane transport"
"5119","GO:0015789","UDP-N-acetylgalactosamine transmembrane transport"
"5120","GO:0015790","UDP-xylose transmembrane transport"
"5121","GO:0015791","polyol transport"
"5122","GO:0015792","arabinitol transmembrane transport"
"5123","GO:0015793","glycerol transport"
"5124","GO:0015794","glycerol-3-phosphate transmembrane transport"
"5125","GO:0015795","sorbitol transport"
"5126","GO:0015796","galactitol transport"
"5127","GO:0015797","mannitol transport"
"5128","GO:0015798","myo-inositol transport"
"5129","GO:0015799","propanediol transport"
"5130","GO:0015800","acidic amino acid transport"
"5131","GO:0015801","aromatic amino acid transport"
"5132","GO:0015802","basic amino acid transport"
"5133","GO:0015803","branched-chain amino acid transport"
"5134","GO:0015804","neutral amino acid transport"
"5135","GO:0015805","S-adenosyl-L-methionine transport"
"5136","GO:0015806","S-methylmethionine transport"
"5137","GO:0015807","L-amino acid transport"
"5138","GO:0015808","L-alanine transport"
"5139","GO:0015809","arginine transport"
"5140","GO:0015810","aspartate transmembrane transport"
"5141","GO:0015811","L-cystine transport"
"5142","GO:0015812","gamma-aminobutyric acid transport"
"5143","GO:0015813","L-glutamate transmembrane transport"
"5144","GO:0015814","p-aminobenzoyl-glutamate transport"
"5145","GO:0015816","glycine transport"
"5146","GO:0015817","histidine transport"
"5147","GO:0015818","isoleucine transport"
"5148","GO:0015819","lysine transport"
"5149","GO:0015820","leucine transport"
"5150","GO:0015821","methionine transport"
"5151","GO:0015822","ornithine transport"
"5152","GO:0015823","phenylalanine transport"
"5153","GO:0015824","proline transport"
"5154","GO:0015825","L-serine transport"
"5155","GO:0015826","threonine transport"
"5156","GO:0015827","tryptophan transport"
"5157","GO:0015828","tyrosine transport"
"5158","GO:0015829","valine transport"
"5159","GO:0015830","diaminopimelate transport"
"5160","GO:0015833","peptide transport"
"5161","GO:0015834","peptidoglycan-associated peptide transport"
"5162","GO:0015835","peptidoglycan transport"
"5163","GO:0015836","lipid-linked peptidoglycan transport"
"5164","GO:0015837","amine transport"
"5165","GO:0015838","amino-acid betaine transport"
"5166","GO:0015839","cadaverine transport"
"5167","GO:0015840","urea transport"
"5168","GO:0015841","chromaffin granule amine transport"
"5169","GO:0015842","aminergic neurotransmitter loading into synaptic vesicle"
"5170","GO:0015843","methylammonium transport"
"5171","GO:0015844","monoamine transport"
"5172","GO:0015846","polyamine transport"
"5173","GO:0015847","putrescine transport"
"5174","GO:0015848","spermidine transport"
"5175","GO:0015849","organic acid transport"
"5176","GO:0015850","organic hydroxy compound transport"
"5177","GO:0015851","nucleobase transport"
"5178","GO:0015853","adenine transport"
"5179","GO:0015854","guanine transport"
"5180","GO:0015855","pyrimidine nucleobase transport"
"5181","GO:0015856","cytosine transport"
"5182","GO:0015857","uracil transport"
"5183","GO:0015858","nucleoside transport"
"5184","GO:0015859","intracellular nucleoside transport"
"5185","GO:0015860","purine nucleoside transmembrane transport"
"5186","GO:0015861","cytidine transport"
"5187","GO:0015862","uridine transport"
"5188","GO:0015863","xanthosine transport"
"5189","GO:0015864","pyrimidine nucleoside transport"
"5190","GO:0015865","purine nucleotide transport"
"5191","GO:0015866","ADP transport"
"5192","GO:0015867","ATP transport"
"5193","GO:0015868","purine ribonucleotide transport"
"5194","GO:0015869","protein-DNA complex transport"
"5195","GO:0015870","acetylcholine transport"
"5196","GO:0015871","choline transport"
"5197","GO:0015872","dopamine transport"
"5198","GO:0015874","norepinephrine transport"
"5199","GO:0015876","acetyl-CoA transport"
"5200","GO:0015877","biopterin transport"
"5201","GO:0015878","biotin transport"
"5202","GO:0015879","carnitine transport"
"5203","GO:0015880","coenzyme A transport"
"5204","GO:0015881","creatine transmembrane transport"
"5205","GO:0015882","L-ascorbic acid transmembrane transport"
"5206","GO:0015883","FAD transport"
"5207","GO:0015884","folic acid transport"
"5208","GO:0015885","5-formyltetrahydrofolate transport"
"5209","GO:0015886","heme transport"
"5210","GO:0015887","pantothenate transmembrane transport"
"5211","GO:0015888","thiamine transport"
"5212","GO:0015889","cobalamin transport"
"5213","GO:0015890","nicotinamide mononucleotide transport"
"5214","GO:0015891","siderophore transport"
"5215","GO:0015894","acriflavine transport"
"5216","GO:0015895","alkane transport"
"5217","GO:0015896","nalidixic acid transport"
"5218","GO:0015897","organomercurial transport"
"5219","GO:0015898","amiloride transport"
"5220","GO:0015899","aminotriazole transport"
"5221","GO:0015900","benomyl transport"
"5222","GO:0015901","cycloheximide transport"
"5223","GO:0015902","carbonyl cyanide m-chlorophenylhydrazone transport"
"5224","GO:0015903","fluconazole transport"
"5225","GO:0015904","tetracycline transmembrane transport"
"5226","GO:0015905","bicyclomycin transmembrane transport"
"5227","GO:0015908","fatty acid transport"
"5228","GO:0015909","long-chain fatty acid transport"
"5229","GO:0015910","long-chain fatty acid import into peroxisome"
"5230","GO:0015911","long-chain fatty acid import across plasma membrane"
"5231","GO:0015912","short-chain fatty acid transport"
"5232","GO:0015913","short-chain fatty acid import"
"5233","GO:0015914","phospholipid transport"
"5234","GO:0015915","fatty-acyl group transport"
"5235","GO:0015916","fatty-acyl-CoA transport"
"5236","GO:0015917","aminophospholipid transport"
"5237","GO:0015918","sterol transport"
"5238","GO:0015919","peroxisomal membrane transport"
"5239","GO:0015920","lipopolysaccharide transport"
